Datafeed Field_ID,Factor Name,Description,Data Level,Coverage,Units,Typical Data Sources,Pillar Tags,Thematic Tags,MSCI Model Tags,Data Type,Record Type,Datatype in snowflake,Created Date,Last Updated Date,Asset Id,Dataset,Data Category,Package,Snowflake View
FUND_SDG06_ALIGN_PCT,Fund SDG 06 Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 06 (Clean Water and Sanitation) based on the nature of their product and services (e.g. revenues from sanitation related products and services, sustainable agriculture and sustainable water projects) and their operational alignment to the goal (e.g. evidence of water reduction targets and water recycling initiatives) and their involvement in water-related controversies.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,cea7429d-b196-4bff-a5d8-921865ab9e3a,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG11_ANY_ALIGN_PCT,Fund SDG 11 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 11 (Sustainable Cities and Communities) based on the nature of their product and services  (e.g. green buildings, affordable housing, clean transport) and their operational alignment to the goal (e.g. resource efficiency) and their involvement in controversies (e.g. controversies related to suppressed civil rights and access to basic needs such as housing).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,bde02428-d102-4838-b2c8-47061e59c4b9,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG05_STRONG_MISALIGN_PCT,Fund SDG 05 Strongly Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Strongly Misaligned with SDG 05 (Gender Equality) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to gender-based discrimination or abuse).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,c3164350-8dbf-4fd7-86ac-ee528ac3c31d,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG04_ANY_ALIGN_PCT,Fund SDG 04 Any Alignment (%),The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 04 (Quality Education) based on the nature of their product and services (e.g. education-related activities and products) and their operational alignment to the goal (e.g. employee training and knowledge building) and their involvement in controversies (e.g. controversies related to limiting access to education and use of child or forced labor).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,4af6cc41-c276-4f21-beb2-a97815cf752b,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_CONNECTIVITY_MAX_REV_PCT,Fund Revenue Exposure to Connectivity - Digital Divide (%),"A fund's exposure to Connectivity- digital divide is the weighted average of each issuer's recent-year percentage of revenue, or estimated revenue from products, services, or infrastructure that support internet connectivity in the Least Developed Countries as defined by the United Nations.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,b801f020-a6a6-4246-9add-6d29cf96811e,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG11_NEUTRAL_PCT,Fund SDG 11 Neutral (%),The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 11 (Sustainable Cities and Communities) based on the nature of their product and services and their operational alignment to the goal.,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,b97e7630-4b6b-42a6-ad9f-349e7311e35a,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG03_STRONG_ALIGN_PCT,Fund SDG 03 Strongly Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 03 (Good Health and Well-being) based on the nature of their product and services (e.g. major disease treatment and pollution control) and their operational alignment to the goal (e.g. controversies related to employee and consumer safety, and accessibility to healthcare products and services).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,aa3c8aa4-3f9a-47b2-b40a-94456e524177,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_ALIGN_PCT,Fund SDG 16 Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 16 (Peace, Justice and Strong Institutions) based on its anti-corruption policies and initiatives to support good conduct and their involvement in controversies (e.g. controversies related to bribery, fraud, human rights violations or money laundering).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,ab565768-7e66-42d5-8272-59549883e985,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG14_STRONG_ALIGN_PCT,Fund SDG 14 Strongly Aligned (%),The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 14 (Life Below Water) based on the nature of their product and services (e.g. environmental remediation and waste water treatment revenue) and their operational alignment to the goal (e.g. sourcing certified sustainable seafood) and their involvement in controversies (e.g. controversies related to diverse impact on marine ecology).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,2c094693-ed22-4f09-a81e-653ead0d8802,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG09_NEUTRAL_PCT,Fund SDG 09 Neutral (%),"The percentage of the portfolio’s market value exposed to companies that are Neutral on SDG 09 (Industry, Innovation and Infrastructure) based on the nature of their product and services and their operational alignment to the goal.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,6cfc9a1f-438a-4d84-8aff-c26ec72fa8da,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG15_STRONG_ALIGN_PCT,Fund SDG 15 Strongly Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 15 (Life on Land) based on the nature of their product and services (e.g. environmental remediation) and their operational alignment to the goal (e.g. controversies related to pollution, and adverse impact on land and communities).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,61e463d4-2338-4b8f-96ca-041370666b5f,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG01_STRONG_ALIGN_PCT,Fund SDG 01 Strongly Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 01 (No Poverty) based on the nature of their product and services (e.g. social impact revenue) and their operational alignment to the goal (e.g. workforce and philanthropic policies and practices) and their involvement in controversies (e.g. controversies related to employment practices, human rights, or impact on communities or customers).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,b13fffc4-dc40-406a-b5fb-6cdf2a11e329,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_STRONG_ALIGN_PCT,Fund SDG 12 Strongly Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Aligned with SDG 12 (Responsible Consumption and Production) based on its revenues from product contributing to climate change mitigation and the protection of natural capital and their operational alignment to the goal (e.g. positive performance trends in resource management, resource efficiency measures and reduction targets) and their involvement in controversies (e.g. controversies related to environmental violations).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,bc1fd150-664c-4834-a104-4c2e485b3e59,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG02_ANY_ALIGN_PCT,Fund SDG 02 Any Alignment (%),The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 02 (Zero Hunger) based on the nature of their product and services (e.g. basic nutrition and sustainable agriculture) and their operational alignment to the goal (e.g. resource efficiency in operations and supply chain) and their involvement in controversies (e.g. controversies related to product quality and production practices).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,73724225-1712-49bf-8713-89aa042ad041,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_HEALTHCARE_INVOLV_PCT,Fund Major Disease Treatment Involvement (%),"The percentage of fund’s market values exposed to companies that generate revenue from major disease treatment goods and services. Additionally, major disease treatment revenue from companies with negative externalities are excluded. Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,6992d6cd-30b0-407b-8a3d-7f8e68abbb2a,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG13_ALIGN_PCT,Fund SDG 13 Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 13 (Climate Action) based on the nature of their product and services (e.g. alternative energy) and their operational alignment to the goal (e.g. energy and carbon reduction targets, initiatives and performance track record) and their involvement in controversies (e.g. controversies related to climate change).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,0248da93-bee4-4367-916a-13b2343e2aa1,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG06_ANY_ALIGN_PCT,Fund SDG 06 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 06 (Clean Water and Sanitation) based on the nature of their product and services (e.g. revenues from sanitation related products and services, sustainable agriculture and sustainable water projects) and their operational alignment to the goal (e.g. evidence of water reduction targets and water recycling initiatives) and their involvement in water-related controversies.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,e19a4f2e-d96a-48fd-bf09-e10718b9b373,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_ACHIEVE_SIGNAL,Fund SDG 12 Achievement Signal,The fund's level of alignment in the achievement of SDG 12 (Responsible Consumption and Production) based on the fund’s net alignment (i.e. percentage of portfolio market value that is Aligned minus percentage that is Not Aligned). Aligned Fund: Net alignment greater than 0%. Any fund that does not meet the criteria above or that holds any exposure to Strongly Misaligned companies is categorized as Not Aligned.,,,Text,MSCI ESG Research Assessment,,,,String,Fund holdings - most recent value,VARCHAR(4000),2023-07-04,2023-12-20,928b9f84-f68f-4413-9478-7c75a16a52f6,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG02_ALIGN_PCT,Fund SDG 02 Aligned (%),The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 02 (Zero Hunger) based on the nature of their product and services (e.g. basic nutrition and sustainable agriculture) and their operational alignment to the goal (e.g. resource efficiency in operations and supply chain) and their involvement in controversies (e.g. controversies related to product quality and production practices).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,34150894-0f18-4b00-b9df-e01e95b4c19f,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG01_ALIGN_PCT,Fund SDG 01 Aligned (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned with SDG 01 (No Poverty) based on the nature of their product and services (e.g. social impact revenue) and their operational alignment to the goal (e.g. workforce and philanthropic policies and practices) and their involvement in controversies (e.g. controversies related to employment practices, human rights, or impact on communities or customers).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,1a801509-e066-4e09-9fb0-28df23a519df,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG04_ANY_MISALIGN_PCT,Fund SDG 04 Any Misalignment (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 04 (Quality Education) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to limiting access to education and use of child or forced labor).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,c35d32a6-62d1-4884-9658-1bae53cb74c2,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG01_ANY_MISALIGN_PCT,Fund SDG 01 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 01 (No Poverty) based on the nature of their product and services (e.g. predatory lending) and their operational alignment to the goal (e.g. controversies related to employment practices, human rights, or impact on communities or customers).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,4c10f588-30a7-4b2e-af06-d7161443d7c1,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG14_ANY_MISALIGN_PCT,Fund SDG 14 Any Misalignment (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned or Strongly Misaligned with SDG 14 (Life Below Water) based on the extent of its revenue from plastic resin and plastic packaging manufacturing, involvement in commercial fishing, offshore drilling, and controversies related to diverse impact on marine ecology.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,84a50e11-5f57-4469-9016-2166e08309e6,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG09_ANY_ALIGN_PCT,Fund SDG 09 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 09 (Industry, Innovation and Infrastructure) based on the nature of their product and services (e.g. SME financing and connectivity) and their operational alignment to the goal (e.g. resource efficiency initiatives) and their involvement in controversies (e.g. controversies related to business ethics and investments).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,11ae8cd9-bfcb-4a78-aa77-5df9b19e4f4c,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_AFFORD_HOUSING_PCT,Fund Revenue Exposure to Affordable Real Estate (%),"A fund’s exposure to Affordable Real Estate is the portfolio weighted average of each company’s percent of revenue generated by Affordable Real Estate goods and services. Additionally, Affordable Real Estate revenue from companies with negative externalities is excluded.  Negative externalities refer to ESG controversies with a score of 2 or below, ESG Ratings of CCC and B, direct involvement in predatory lending, involvement in controversial weapons, more than 5% revenue from conventional weapons or firearms, and more than 10% revenue from alcohol or tobacco production.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,a3ef70ff-7196-40c1-9ca8-a44d3c805eed,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG16_ANY_ALIGN_PCT,Fund SDG 16 Any Alignment (%),"The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 16 (Peace, Justice and Strong Institutions) based on  its anti-corruption policies and initiatives to support good conduct and their involvement in controversies (e.g. controversies related to bribery, fraud, human rights violations or money laundering).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,7f19fb50-375d-4982-8473-3e793b9d8020,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG10_MISALIGN_PCT,Fund SDG 10 Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 10 (Reduced Inequalities) based on the nature of their product and services (e.g. predatory lending) and their operational alignment to the goal (e.g. negative long-term pay performance vs. peers) and their involvement in controversies (e.g. controversies related to restricted access to products and services, discrimination, or violation of labor or human rights).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,aa54406b-accf-49d4-bd5d-412993a71966,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG03_MISALIGN_PCT,Fund SDG 03 Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 03 (Good Health and Well-being) based on the nature of their product and services  (e.g. tobacco-related products) and their operational alignment to the goal (e.g. controversies related to employee and consumer safety, and accessibility to healthcare products and services).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,97985dec-baf5-434b-a145-f969726c2140,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG17_MISALIGN_PCT,Fund SDG 17 Misaligned (%),The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 17 (Partnerships for the Goals) based on their operational alignment to the goal (e.g. tax gap greater than 20%) and their involvement in controversies (e.g. controversies related to human rights abuses or business ethics misconduct).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,741b924b-7b40-4ddd-83d9-43d9d59855dc,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SUST_AG_MAX_REV_PCT,Fund Revenue Exposure to Sustainable Agriculture (%),"A fund's exposure to Sustainable Agriculture is the weighted average of each issuer's recent-year percentage of revenue, or maximum estimated percent, a company has derived from agricultural goods produced using certified sustainable or organic practices.",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,bce72596-fd60-4cac-86c2-c1fd67458583,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG12_MISALIGN_PCT,Fund SDG 12 Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Misaligned with SDG 12 (Responsible Consumption and Production) based on its revenue from fossil fuels (e.g. generation, exploration, mining, production and turbines) and their operational alignment to the goal (e.g. involvement in resource-intensive activities) and their involvement in controversies (e.g. controversies related to environmental violations).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,c641fd55-2ab5-4c7a-900b-d578aa95d9b9,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG09_STRONG_MISALIGN_PCT,Fund SDG 09 Strongly Misaligned (%),"The percentage of the portfolio’s market value exposed to companies that are Strongly Misaligned with SDG 09 (Industry, Innovation and Infrastructure) based on the nature of their product and services and their operational alignment to the goal (e.g. controversies related to business ethics and investments).",,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,d75511c8-d6d1-465c-819b-8db6407e7655,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
FUND_SDG14_ANY_ALIGN_PCT,Fund SDG 14 Any Alignment (%),The percentage of the portfolio’s market value exposed to companies that are Aligned or Strongly Aligned with SDG 14 (Life Below Water) based on the nature of their product and services (e.g. environmental remediation and waste water treatment revenue) and their operational alignment to the goal (e.g. sourcing certified sustainable seafood) and their involvement in controversies (e.g. controversies related to diverse impact on marine ecology).,,,%,MSCI ESG Research Assessment,,,,Double,Fund holdings - most recent value,"NUMBER(38,19)",2023-07-04,2023-12-20,ef1087fc-f664-447b-a755-28b8782589c1,Fund Impact,,Fund Rating,FUND_RATINGS_IMPACT
